darts_enc_pc_cyc_month_sin_pastcov,FESTIVE_PHASE_I_futcov,LAST_YEAR_CONTRIBUTION_futcov,darts_enc_fc_cus_custom_1_futcov,MARRIAGE_DAYS_futcov,darts_enc_fc_pos_relative_futcov,darts_enc_pc_cus_custom_pastcov,darts_enc_fc_cyc_month_sin_futcov,darts_enc_pc_pos_relative_pastcov,PROP_PITRU_PAKSH_futcov,darts_enc_fc_cus_custom_futcov,PROP_FESTIVE_PHASE_I_futcov,TOTAL_FESTIVAL_DAYS_futcov,PROP_FESTIVE_PHASE_III_futcov,FESTIVE_PHASE_III_futcov,darts_enc_fc_cyc_month_cos_futcov,FESTIVE_PHASE_II_futcov,darts_enc_pc_cus_custom_1_pastcov,NET_SALES_target,darts_enc_pc_cyc_month_cos_pastcov,PITRU_PAKSH_futcov,PROP_FESTIVE_PHASE_II_futcov
1.7999999999999998,0.3,0.5,1.4000000000000001,0.3,1.6,0.4,3.6999999999999997,2.3,2.5,2.4,3.5999999999999996,3.0,3.5000000000000004,10.4,3.8,10.9,8.4,19.2,5.800000000000001,10.100000000000001,4.2
1.4000000000000001,0.4,0.5,1.7000000000000002,0.3,1.6,0.4,3.5999999999999996,1.5,2.8000000000000003,2.3,3.2,3.1,3.5999999999999996,10.6,3.8,12.2,3.1,16.900000000000002,7.9,14.399999999999999,4.5
1.6,0.5,0.5,1.7000000000000002,0.2,1.7000000000000002,0.4,3.5999999999999996,1.6,2.8000000000000003,2.4,3.1,3.1,3.5000000000000004,11.1,3.6999999999999997,12.4,3.1,17.5,7.1,14.2,4.1000000000000005
1.7999999999999998,0.4,0.6,1.3,0.3,1.7000000000000002,0.3,3.8,2.8000000000000003,2.4,2.4,3.5000000000000004,2.9000000000000004,3.4000000000000004,11.3,3.6999999999999997,10.299999999999999,8.3,20.8,4.7,9.4,3.9
1.7000000000000002,0.4,0.5,1.7000000000000002,0.2,1.7000000000000002,0.4,3.6999999999999997,1.7000000000000002,2.8000000000000003,2.4,3.1,3.1,3.5000000000000004,11.200000000000001,3.6999999999999997,12.5,3.1,18.099999999999998,6.5,13.700000000000001,4.0
1.7999999999999998,0.4,0.5,1.6,0.3,1.7999999999999998,0.4,3.8,1.9,2.7,2.4,3.2,3.1,3.5000000000000004,11.4,3.6999999999999997,12.4,3.1,19.1,6.2,12.8,4.0
1.9,0.3,0.6,1.3,0.3,1.7000000000000002,0.3,3.8,3.8,2.4,2.5,4.1000000000000005,3.0,3.5000000000000004,10.8,3.9,9.6,8.3,20.9,5.1,8.1,3.9
1.7000000000000002,0.4,0.5,1.5,0.3,1.7999999999999998,0.4,3.9,2.1,2.7,2.5,3.4000000000000004,3.1,3.5999999999999996,11.5,3.9,11.600000000000001,2.9000000000000004,20.0,6.1,12.0,4.3
1.7000000000000002,0.4,0.6,1.2,0.3,1.7000000000000002,0.3,3.5999999999999996,3.2,2.1999999999999997,2.3,3.5999999999999996,2.8000000000000003,3.2,10.5,3.5999999999999996,8.799999999999999,14.000000000000002,20.200000000000003,4.2,8.3,3.5999999999999996
1.7000000000000002,0.4,0.6,1.6,0.3,1.7999999999999998,0.4,3.6999999999999997,2.8000000000000003,2.6,2.5,3.5999999999999996,3.1,3.5000000000000004,11.1,3.8,11.3,2.9000000000000004,20.0,5.8999999999999995,12.3,4.0
1.7999999999999998,0.3,0.6,1.2,0.3,1.7000000000000002,0.3,3.8,2.6,2.4,2.4,3.8,3.0,3.5000000000000004,11.1,4.0,9.9,8.3,20.5,5.3,9.0,4.3
0.5,0.7000000000000001,0.6,1.0,0.6,1.5,0.6,2.3,2.1999999999999997,1.9,1.7000000000000002,2.4,2.4,2.9000000000000004,5.5,4.9,5.8999999999999995,24.6,9.9,6.5,12.7,8.799999999999999
2.1,0.5,0.7000000000000001,1.0999999999999999,0.6,1.6,0.3,4.1000000000000005,7.8,2.0,3.1,4.3,2.8000000000000003,3.6999999999999997,12.0,4.3,7.7,8.3,18.3,6.3,5.0,3.5000000000000004
2.1999999999999997,0.4,0.6,1.4000000000000001,0.3,1.7999999999999998,0.3,4.2,3.5999999999999996,2.6,2.5,3.4000000000000004,3.0,3.5999999999999996,12.9,3.8,11.200000000000001,2.8000000000000003,19.900000000000002,6.4,9.3,3.9
1.9,0.3,0.5,1.5,0.4,1.4000000000000001,0.4,3.9,2.0,2.7,2.5,3.3000000000000003,3.1,3.5999999999999996,11.3,4.0,13.200000000000001,2.9000000000000004,17.599999999999998,7.9,11.3,4.3999999999999995
2.1999999999999997,0.2,0.7000000000000001,1.2,0.6,1.3,0.3,4.3,5.4,2.5,2.8000000000000003,4.6,3.3000000000000003,3.8,11.0,4.6,10.8,3.1,21.2,5.2,6.7,4.1000000000000005
1.7999999999999998,0.3,0.7000000000000001,1.2,0.5,1.3,0.3,4.0,5.800000000000001,2.3,2.4,3.9,2.9000000000000004,3.3000000000000003,9.9,4.2,9.9,8.3,21.099999999999998,4.7,7.3999999999999995,3.6999999999999997
2.0,0.3,0.5,1.6,0.4,1.5,0.4,3.9,2.1,2.7,2.5,3.2,3.1,3.5999999999999996,11.3,3.9,13.8,3.0,18.0,6.9,11.5,4.0
2.1,0.3,0.5,1.5,0.4,1.4000000000000001,0.3,4.0,2.4,2.7,2.5,3.4000000000000004,3.1,3.5999999999999996,11.3,4.0,13.5,2.9000000000000004,18.8,6.3,10.8,4.0
2.1,0.3,0.6,1.2,0.4,1.6,0.3,4.0,3.3000000000000003,2.4,2.6,3.8,3.1,3.6999999999999997,11.899999999999999,4.1000000000000005,10.2,8.3,19.6,5.800000000000001,7.000000000000001,3.9
